node_id	duplicate_group
USA/MP-CDC-2-5693173/2022|ON001214.1|2022-02-01	46
USA/CA-CDC-QDX46136897/2023|OQ426023.1|2023-01-26	47
USA/CA-CDC-QDX46448458/2023|OQ451955.1|2023-02-01	47
USA/NY-CDC-QDX85405070/2023|OR643037.1|2023-09-19	48
USA/NY-CDC-QDX85291871/2023|OR619159.1|2023-09-18	48
Scotland/QEUH-1A4C2D8/2021|OU492603.1|2021-07-27	49
England/MILK-1E6D404/2021|OU740156.1|2021-09-14	49
Denmark/DCGC-582526/2022|OY773058.1|2022-09-18	50
Denmark/DCGC-581783/2022|OY774843.1|2022-09-13	50
USA/MD-CDC-QDX47492358/2023|OQ654869.1|2023-03-03	51
USA/MD-CDC-QDX47869951/2023|OQ705328.1|2023-03-12	51
England/PLYM-17D3C35/2021|OU375429.1|2021-06-27	52
England/MILK-1603927/2021|OU332183.1|2021-05-31	52
England/MILK-15FAAB8/2021|OU308304.1|2021-06-01	52
England/MILK-161106D/2021|OU311069.1|2021-06-03	52
USA/NY-CDC-QDX85474936/2023|OR650567.1|2023-09-22	53
USA/NY-CDC-QDX85405032/2023|OR642911.1|2023-09-18	53
USA/AZ-CDC-STM-FRFH7SG4M/2022|OP910964.1|2022-11-10	54
USA/MI-CDC-STM-HAGDGT7YQ/2022|OP988220.1|2022-11-25	54
USA/MI-CDC-QDX45789991/2023|OQ380353.1|2023-01-18	55
USA/MN-CDC-QDX43583878/2022|OP916117.1|2022-11-08	55
Iceland/689/2020|OU182842.1|2020-03-28	56
Iceland/684/2020|OU182817.1|2020-03-28	56
Scotland/QEUH-364BC15/2022|OV974907.1|2022-02-09	57
England/MILK-37ABD3D/2022|OW112321.1|2022-02-19	57
USA/CA-CDC-QDX41543044/2022|OP569346.1|2022-09-16	58
USA/CA-CDC-QDX41543173/2022|OP570144.1|2022-09-18	58
USA/IL-CDC-STM-CJY97SXED/2022|ON210610.1|2022-03-28	59
USA/MI-CDC-STM-AS26SRJ2K/2022|ON519507.1|2022-05-02	59
England/QEUH-9C95ED/2020|OA982901.1|2020-09-10	60
England/QEUH-A223AB/2020|OA992087.1|2020-10-01	60
England/ALDP-A2DF15/2020|OA991220.1|2020-10-06	60
USA/AZ-122/2020|MZ473128.1|2020-04-07	61
USA/AZ-209/2020|MZ433580.1|2020-04-13	61
USA/NV-CDC-LC0944646/2022|OP992071.1|2022-11-19	62
USA/CA-CDC-LC0992958/2023|OQ345073.1|2023-01-11	62
England/ALDP-95559B/2020|OA975692.1|2020-06-12	63
England/ALDP-954F07/2020|OA975634.1|2020-06-12	63
England/LSPA-325F6579/2022|OX385344.1|2022-11-19	64
England/LSPA-325F68F8/2022|OX385169.1|2022-11-19	64
USA/CA-CDPH-FS48082398/2022|OR217061.1|2022-11-18	65
USA/CA-CDPH-FS48082592/2022|OR217120.1|2022-11-20	65
USA/AZ-CDC-STM-C7VYMFCXW/2022|OQ237649.1|2022-12-28	66
USA/CA-CDC-STM-7TCMQCB8K/2022|OP865198.1|2022-11-04	66
Northern_Ireland/NIRE-01cea7/2022|OX491035.1|2022-04-19	67
Scotland/QEUH-3D7B3F2/2022|OW674495.1|2022-04-16	67
England/MILK-A05766/2020|OA997776.1|2020-09-30	68
England/MILK-A6BFA2/2020|OB984988.1|2020-10-09	68
USA/WA-S241/2020|MT632616.1|2020-03-04	69
USA/WA-S66/2020|MT627310.1|2020-03-06	69
USA/FL-CDC-QDX86356444/2023|OR813469.1|2023-10-12	70
USA/FL-CDC-QDX86906359/2023|OR816996.1|2023-10-23	70
USA/MI-SH_MSU-A07_I_1201_57/2022|OQ792763.1|2022-12-28	71
USA/OH-CDC-QDX44486260/2022|OQ141735.1|2022-12-09	71
England/CAMC-B9A9D8/2020|OD898790.1|2020-11-15	72
Scotland/CAMC-A570B5/2020|OB984887.1|2020-10-08	72
Scotland/QEUH-B2CCD2/2020|OD901785.1|2020-11-03	72
Scotland/QEUH-A1FB7C/2020|OA997113.1|2020-10-01	72
USA/IL-CDC-QDX47272439/2023|OQ609931.1|2023-02-23	73
USA/IL-CDC-QDX46946378/2023|OQ578662.1|2023-02-17	73
Denmark/DCGC-243943/2021|OV860139.1|2021-11-23	74
Denmark/DCGC-256717/2021|OV858863.1|2021-11-30	74
USA/NY-CDC-QDX43024524/2022|OP814651.1|2022-10-28	75
USA/NY-CDC-QDX43024498/2022|OP814450.1|2022-10-27	75
IND/GBRC34/2020|MT467256.1|2020-04-29	76
IND/GBRC60/2020|MT496982.1|2020-05-03	76
USA/NY-CDC-QDX83857659/2023|OR495544.1|2023-08-11	77
USA/NY-CDC-QDX83027914/2023|OR399437.1|2023-07-20	77
England/CAMC-9DF308/2020|OX683638.1|2020-09-21	78
England/QEUH-9DDDA2/2020|OA997978.1|2020-09-21	78
USA/TX-DSHS-3942/2020|MW799601.1|2020-06-19	79
USA/TX-DSHS-3822/2020|MW809230.1|2020-06-29	79
USA/MI-CDC-QDX41125822/2022|OP489769.1|2022-09-06	80
USA/CA-CDC-QDX41327916/2022|OP523011.1|2022-09-11	80
USA/NJ-CDC-QDX42861016/2022|OP790527.1|2022-10-24	80
England/MILK-2C19C59/2021|OV267956.1|2021-11-26	81
England/MILK-2C7E548/2021|OV305693.1|2021-11-29	81
Denmark/DCGC-203058/2021|OW457311.1|2021-11-02	82
Denmark/DCGC-201206/2021|OV806652.1|2021-10-29	82
USA/CA-CDC-QDX86658318/2023|OR816502.1|2023-10-18	83
USA/CA-CDC-QDX86658320/2023|OR816500.1|2023-10-18	83
Denmark/DCGC-584074/2022|OY847156.1|2022-09-14	84
Denmark/DCGC-579750/2022|OY774806.1|2022-09-10	84
England/PLYM-326B529C/2023|OX423064.1|2023-02-01	85
England/PLYM-326B545A/2023|OX423068.1|2023-02-01	85
USA/MN-CDC-QDX48366207/2023|OQ783705.1|2023-03-25	86
USA/FL-CDC-QDX48591099/2023|OQ825371.1|2023-03-28	86
England/CAMC-B51199/2020|OB999682.1|2020-11-08	87
England/MILK-B0257D/2020|OB991717.1|2020-10-24	87
USA/TX-CDC-QDX43427402/2022|OP887550.1|2022-11-07	88
USA/TX-CDC-QDX44334674/2022|OQ113257.1|2022-12-02	88
OY741046.1|2023-09-18	89
England/CLIMB-CM7YEA97/2023|2023-09-18	89
England/NORW-ED995/2020|OY859282.1|2020-03-23	90
England/NORW-ED995/2020|OU808153.1|2020-03-23	90
England/MILK-99CAB7/2020|OA973056.1|2020-08-31	91
England/CAMC-9D2314/2020|OA999459.1|2020-09-19	91
England/QEUH-9C84E1/2020|OA982693.1|2020-09-11	91
England/MILK-32CA7D5/2022|OV751269.1|2022-01-16	92
England/MILK-38189BE/2022|OW072775.1|2022-02-22	92
England/LSPA-379265C/2022|OW101831.1|2022-02-18	92
England/MILK-37A48E8/2022|OW091235.1|2022-02-19	92
England/LSPA-3D0DF5B/2022|OW529947.1|2022-04-01	92
England/MILK-3A5493C/2022|OW237454.1|2022-03-12	92
England/HSLL-383EB34/2022|OW070817.1|2022-02-23	92
USA/VA-CDC-QDX40869710/2022|OP416681.1|2022-08-29	93
USA/IL-CDC-QDX40817725/2022|OP411780.1|2022-08-28	93
England/LSPA-325BA210/2022|OX364194.1|2022-10-17	94
England/LSPA-325C101C/2022|OX364361.1|2022-10-18	94
England/PLYM-325C3715/2022|OX365635.1|2022-10-18	94
England/QEUH-AD23D7/2020|OB989688.1|2020-10-26	95
England/ALDP-9CB6BB/2020|OA984178.1|2020-09-16	95
England/ALDP-9BDFEE/2020|OA983655.1|2020-09-10	95
England/QEUH-9C82F6/2020|OA982673.1|2020-09-11	95
USA/NJ-CDC-QDX45482937/2023|OQ342325.1|2023-01-09	96
USA/NJ-CDC-QDX45961255/2023|OQ400593.1|2023-01-23	96
England/MILK-9957B7/2020|OA973961.1|2020-08-23	97
Wales/MILK-992CCA/2020|OA974177.1|2020-08-26	97
England/QEUH-9D0FF4/2020|OA994410.1|2020-09-15	97
England/MILK-992A75/2020|OA974302.1|2020-08-27	97
USA/TX-CDC-QDX43632030/2022|OP917312.1|2022-11-12	98
USA/TX-CDC-QDX43942772/2022|OP970033.1|2022-11-21	98
England/TFCI-26FEA65/2020|OY615051.1|2020-10-31	99
England/TFCI-26FEADE/2020|OY606158.1|2020-10-31	99
CHN/SH-XG2304-3413/2023|C_AA013693.1|2023-04-27	100
CHN/GDCDC_SZ_1341/2023|C_AA035174.1|2023-05-22	100
USA/NY-CDC-QDX84971124/2023|OR599760.1|2023-09-06	101
USA/NY-CDC-QDX85528209/2023|OR650687.1|2023-09-24	101
USA/MD-CDC-QDX44272960/2022|OQ113443.1|2022-12-03	102
USA/NY-CDC-QDX41378616/2022|OP543382.1|2022-09-13	102
Wales/QEUH-32657302/2022|OX405001.1|2022-12-20	103
England/LSPA-32667E3B/2022|OX406552.1|2022-12-28	103
USA/NY-CDC-QDX43796188/2022|OP982711.1|2022-11-18	104
USA/PA-CDC-QDX44244976/2022|OQ085616.1|2022-11-30	104
USA/CA-CDC-QDX43117305/2022|OP815072.1|2022-10-31	104
England/MILK-975753/2020|OA974957.1|2020-08-20	105
England/MILK-99A6B5/2020|OA972925.1|2020-08-29	105
USA/Mayo16160/2020|OR302401.1|2020-08-14	106
USA/Mayo2538/2020|OR306860.1|2020-08-29	106
Germany/IMS-10219-CVDP-7426BDF8-9699-4D7F-8934-EB0854970A8D/2022|OY163777.1|2022-06-16	107
Germany/IMS-10122-CVDP-F77B780C-6217-43B8-8397-2820D7653526/2022|OX902049.1|2022-06-01	107
USA/CA-CDC-QDX48043601/2023|OQ712951.1|2023-03-14	108
USA/NJ-CDC-QDX48043179/2023|OQ713273.1|2023-03-16	108
England/LSPA-325C624E/2022|OX369105.1|2022-10-19	109
England/LSPA-325C5D99/2022|OX368929.1|2022-10-20	109
Denmark/DCGC-506727/2022|OX192398.1|2022-04-27	110
Denmark/DCGC-502663/2022|OX183686.1|2022-04-20	110
USA/NY-CDC-QDX85192799/2023|OR624435.1|2023-09-12	111
USA/NY-CDC-QDX85770851/2023|OR662372.1|2023-09-27	111
USA/NY-CDC-QDX85291849/2023|OR619146.1|2023-09-18	111
England/LSPA-3268D6DD/2023|OX414186.1|2023-01-06	112
England/LSPA-32690622/2023|OX416100.1|2023-01-07	112
England/LSPA-32691F26/2023|OX417042.1|2023-01-07	112
USA/CA-CDC-LC0972165/2022|OQ166864.1|2022-12-21	113
USA/CA-CDC-LC0974552/2022|OQ193718.1|2022-12-26	113
Iceland/4324/2020|OU165544.1|2020-08-20	114
Iceland/4946/2020|OU166509.1|2020-08-21	114
Iceland/4553/2020|OU165892.1|2020-09-21	114
England/ALDP-D9FAED/2020|OD921626.1|2020-12-29	115
England/ALDP-D4459B/2020|OD923672.1|2020-12-28	115
Iceland/6725/2020|OU169263.1|2020-09-19	116
Iceland/3300/2020|OU163768.1|2020-09-18	116
USA/TX-CDC-QDX43330300/2022|OP864489.1|2022-11-03	117
USA/NV-CDC-QDX43330524/2022|OQ326445.1|2022-11-06	117
England/MILK-17DAACB/2021|OU381689.1|2021-06-26	118
England/MILK-181917F/2021|OU408654.1|2021-06-30	118
USA/WA-CDC-QDX46276314/2023|OQ441587.1|2023-01-30	119
USA/NV-CDC-QDX43796619/2022|OP982241.1|2022-11-16	119
England/MILK-27441A6/2021|OU902172.1|2021-10-12	120
England/MILK-274B989/2021|OU902759.1|2021-10-12	120
USA/MN-QDX-1331/2020|MW065418.1|2020-03-15	121
USA/MN-QDX-1359/2020|MW065446.1|2020-03-14	121
England/QEUH-9C98E4/2020|OA983254.1|2020-09-10	122
England/MILK-9C7093/2020|OX468780.1|2020-09-12	122
USA/UT-UPHL-2008870/2020|MW206157.1|2020-05-26	123
USA/UT-08365/2020|MW206034.1|2020-05-19	123
England/ALDP-1826300/2021|OU409128.1|2021-06-28	124
England/MILK-159F217/2021|OU293514.1|2021-05-19	124
USA/NJ-PHEL-V23013120/2023|OR387040.1|2023-07-23	125
USA/NJ-PHEL-V23013073/2023|OR387034.1|2023-07-22	125
USA/MD-CDC-QDX35974353/2022|ON458247.1|2022-04-14	126
USA/TX-CDC-QDX35823919/2022|ON336345.1|2022-04-10	126
England/QEUH-3EE4EF2/2022|OX245979.1|2022-07-05	127
Scotland/LSPA-3F6553F/2022|OX321648.1|2022-08-15	127
Scotland/QEUH-3E5EEB7/2022|OX148294.1|2022-06-14	127
Scotland/EDB13774/2020|OY377805.1|2020-12-08	128
Scotland/EDB13769/2020|OY382160.1|2020-12-07	128
England/QEUH-AD2586/2020|OB987463.1|2020-10-24	129
England/QEUH-AD5F1C/2020|OB990581.1|2020-10-26	129
England/CAMC-9D1EE7/2020|OA999430.1|2020-09-18	129
England/LSPA-3E8C779/2022|OX161843.1|2022-06-24	130
Scotland/LSPA-3ED9C32/2022|OX254058.1|2022-07-08	130
Scotland/LSPA-3E9E45F/2022|OX191539.1|2022-06-28	130
England/QEUH-3EE5046/2022|OX246568.1|2022-07-06	130
England/MILK-1AD721E/2021|OU521068.1|2021-08-03	131
Scotland/QEUH-19DAD2A/2021|OU472167.1|2021-07-22	131
USA/MI-CDC-STM-2NPJAVSHQ/2022|ON175648.1|2022-03-27	132
USA/FL-CDC-STM-T6A8Z5VCH/2022|ON294457.1|2022-04-03	132
USA/NY-CDC-STM-KR7KCW8TF/2022|ON210390.1|2022-03-28	132
USA/FL-CDC-QDX42958078/2022|OP813039.1|2022-10-26	133
USA/MD-CDC-QDX44991134/2022|OQ242857.1|2022-12-23	133
Scotland/CVR2165/2020|OY620789.1|2020-04-11	134
Scotland/CVR3282/2020|OY337990.1|2020-05-01	134
Scotland/CVR2806/2020|OY338223.1|2020-04-21	134
USA/NV-CDC-QDX36470677/2022|ON523716.1|2022-04-29	135
USA/NJ-CDC-ASC210723805/2022|ON253600.1|2022-04-06	135
England/ALDP-9877A9/2020|OY869547.1|2020-08-08	136
England/ALDP-9877A9/2020|OU798547.1|2020-08-08	136
USA/UMW21762683/2020|MW882509.1|2020-10-23	137
USA/MA-UMASSMED-P001F02/2020|OM484998.1|2020-10-23	137
England/MILK-993661/2020|OA974247.1|2020-08-26	138
England/QEUH-9CA7E6/2020|OA983036.1|2020-09-10	138
USA/CA-CDC-QDX35917541/2022|ON363764.1|2022-04-12	139
USA/NV-CDC-QDX35975053/2022|ON447873.1|2022-04-16	139
USA/MN-MDH-24781/2022|ON552706.1|2022-04-12	140
USA/MN-MDH-23670/2022|ON364448.1|2022-04-07	140
England/LSPA-3268D2D9/2023|OX412059.1|2023-01-02	141
England/LSPA-32684700/2023|OX407912.1|2023-01-03	141
England/LSPA-3268D94D/2023|OX414558.1|2023-01-02	141
England/NORW-F7637/2020|OY860386.1|2020-11-29	142
England/NORW-F7637/2020|OU811450.1|2020-11-29	142
LAO/LOMWRU-0985/2021|OR414482.1|2021-09-21	143
LAO/LOMWRU-1192/2021|OR414667.1|2021-10-05	143
LAO/LOMWRU-0770/2021|OQ028546.1|2021-09-21	143
England/ALDP-335F419/2022|OV778258.1|2022-01-19	144
England/MILK-3280076/2022|OV746891.1|2022-01-14	144
CHN/SH-XG2304-2261/2023|C_AA010962.1|2023-04-07	145
CHN/SH-XG2304-2260/2023|C_AA010961.1|2023-04-06	145
USA/TX-CDC-QDX44334645/2022|OQ086266.1|2022-12-02	146
USA/NV-CDC-QDX43330545/2022|OQ288037.1|2022-11-06	146
AUS/VIC4225/2020|MT970546.1|2020-07-18	147
AUS/VIC2755/2020|MT969673.1|2020-07-06	147
England/PLYM-1EC7E82/2021|OU757188.1|2021-09-18	148
England/PLYM-1C4D3B4/2021|OU599102.1|2021-08-20	148
England/LSPA-32626445/2022|OX396232.1|2022-12-14	149
England/QEUH-32654059/2022|OX408952.1|2022-12-16	149
England/LSPA-32627BB8/2022|OX395418.1|2022-12-14	149
USA/WA-UW-21041984570/2021|MZ232530.1|2021-04-19	150
USA/WA-UW-2021041212873/2021|MZ240408.1|2021-04-12	150
England/LSPA-32668A72/2022|OX405748.1|2022-12-29	151
England/LSPA-3266E502/2022|OX405866.1|2022-12-29	151
England/BRBR-326C632C/2023|OX435251.1|2023-02-08	152
England/BRBR-326C622F/2023|OX438432.1|2023-02-08	152
England/QEUH-9CA0EB/2020|OA983271.1|2020-09-10	153
England/CAMC-990B56/2020|OA974036.1|2020-08-26	153
USA/PA-CDC-QDX42512428/2022|OP742631.1|2022-10-13	154
USA/TX-CDC-QDX42813575/2022|OP783561.1|2022-10-20	154
England/QEUH-9B5229/2020|OA994577.1|2020-09-03	155
Scotland/QEUH-9D15C4/2020|OY616169.1|2020-09-14	155
USA/IN-CDC-QDX90322978/2023|PP077998.1|2023-12-15	156
USA/CA-CDC-QDX86946294/2023|OR817253.1|2023-10-26	156
Scotland/QEUH-37CAD38/2022|OW087515.1|2022-02-20	157
England/MILK-35E8FD6/2022|OV959267.1|2022-02-07	157
England/QEUH-96C3E2/2020|OA968344.1|2020-08-13	158
England/QEUH-960B8C/2020|OA969311.1|2020-08-02	158
HKG/HKU-220213-078/2022|ON600149.1|2022-01-23	159
HKG/HKU-220213-098/2022|ON600169.1|2022-01-25	159
USA/NY-CDC-QDX90375778/2023|PP078050.1|2023-12-15	160
USA/NY-CDC-QDX88429342/2023|OR976540.1|2023-11-30	160
USA/CO-CDPHE-2007151600/2020|OM211170.1|2020-07-15	161
USA/CO-CDPHE-2007152378/2020|OM211858.1|2020-07-15	161
USA/IL-CDC-QDX43293525/2022|OQ325712.1|2022-11-02	162
USA/IL-CDC-QDX43293525/2022|OQ287276.1|2022-11-02	162
England/BRBR-328FD07/2022|OV754819.1|2022-01-14	163
England/PLYM-348408F/2022|OV862064.1|2022-01-28	163
England/CLIMB-CM7YR1SD/2023|2023-10-08	164
OY750624.1|2023-10-08	164
USA/PR-CDC-ASC210853121/2022|ON309432.1|2022-04-07	165
USA/PR-CDC-ASC210853120/2022|ON309433.1|2022-04-07	165
USA/AZ-CDC-LC0912173/2022|OP707080.1|2022-10-06	166
USA/AZ-CDC-LC0912173/2022|OP867657.1|2022-10-06	166
Wales/QEUH-32696440/2023|OX420055.1|2023-01-06	167
England/QEUH-32697B77/2023|OX415717.1|2023-01-06	167
USA/IL-CDC-QDX43584069/2022|OP916530.1|2022-11-09	168
USA/NJ-CDC-QDX43583298/2022|OP916304.1|2022-11-09	168
England/CLIMB-CM7YGDNA/2023|OY286291.1|2023-06-25	169
England/CLIMB-CM7YGDNA/2023|OY721002.1|2023-06-25	169
England/BRBR-19ADAB0/2021|OU458453.1|2021-07-19	170
England/BRBR-19CCC1F/2021|OU469487.1|2021-07-22	170
England/MILK-15A9F13/2021|OU297181.1|2021-05-21	171
England/MILK-1608E23/2021|OU309035.1|2021-06-02	171
England/LSPA-3CA8A07/2022|OW423139.1|2022-03-25	172
England/LSPA-3D0C6DF/2022|OW534436.1|2022-04-02	172
England/ALDP-3BAF8E9/2022|OW377715.1|2022-03-20	173
England/ALDP-3798D06/2022|OW100797.1|2022-02-18	173
Denmark/DCGC-622150/2022|OY813633.1|2022-12-08	174
Denmark/DCGC-613072/2022|OY825190.1|2022-11-16	174
Wales/CLIMB-CM7YKRRZ/2023|2023-11-15	175
OY969247.1|2023-11-15	175
Denmark/DCGC-128295/2021|OV918588.1|2021-07-12	176
Denmark/DCGC-135077/2021|OW251167.1|2021-07-19	176
USA/FL-CDC-QDX35624181/2022|ON311591.1|2022-04-05	177
USA/FL-CDC-QDX34933928/2022|ON111985.1|2022-03-15	177
USA/MN-MDH-15882/2021|OL353074.1|2021-10-01	178
USA/MN-MDH-17509/2021|OL632265.1|2021-10-18	178
England/ALDP-652F57/2020|OA980033.1|2020-07-03	179
England/QEUH-87FC6A/2020|OA970002.1|2020-07-26	179
England/LSPA-3E92F4B/2022|OX157836.1|2022-06-24	180
England/LSPA-3E93180/2022|OX158008.1|2022-06-25	180
Denmark/DCGC-232308/2021|OV855717.1|2021-11-20	181
Denmark/DCGC-222590/2021|OV849438.1|2021-11-13	181
England/CAMC-9B1AF8/2020|OA982040.1|2020-09-04	182
England/QEUH-9B6EE8/2020|OA995113.1|2020-09-07	182
